,Page total likes,Type,Category,Post Month,Post Weekday,Post Hour,Paid,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,comment,like,share,Total Interactions
628,137059,Photo,2,11,7,4,0.0,2626,4943,316,213,329,3189,1495,221,0,78.0,13.0,91
629,137059,Photo,2,11,7,4,0.0,2626,4943,316,213,518,6201,3136,445,9,301.0,32.0,342
630,137059,Photo,2,11,7,4,0.0,2626,4943,316,213,289,2570,1389,233,2,111.0,16.0,129
631,137059,Photo,2,11,7,4,0.0,2626,4943,316,213,299,3047,1605,244,2,124.0,22.0,148
632,137059,Photo,2,11,7,4,0.0,2626,4943,316,213,360,3521,1796,293,5,153.0,27.0,185
633,137059,Photo,2,11,7,4,0.0,2626,4943,316,213,2418,1284,704,220,3,51.0,11.0,65
634,137059,Photo,2,11,7,4,0.0,2626,4943,316,213,303,3128,1622,240,1,115.0,26.0,142
635,137059,Photo,3,10,6,10,0.0,3090,5744,391,257,483,4509,2078,287,2,107.0,17.0,126
636,137059,Photo,3,10,6,10,0.0,3090,5744,391,257,850,14475,8120,504,13,331.0,77.0,421
637,137059,Photo,3,10,6,10,0.0,3090,5744,391,257,329,3189,1495,221,0,78.0,13.0,91
638,137059,Photo,3,10,6,10,0.0,3090,5744,391,257,518,6201,3136,445,9,301.0,32.0,342
639,137059,Photo,3,10,6,10,0.0,3090,5744,391,257,289,2570,1389,233,2,111.0,16.0,129
640,137059,Photo,3,10,6,10,0.0,3090,5744,391,257,299,3047,1605,244,2,124.0,22.0,148
641,137059,Photo,3,10,6,10,0.0,3090,5744,391,257,360,3521,1796,293,5,153.0,27.0,185
642,137059,Photo,3,10,6,10,0.0,3090,5744,391,257,2418,1284,704,220,3,51.0,11.0,65
643,137059,Photo,3,10,6,10,0.0,3090,5744,391,257,303,3128,1622,240,1,115.0,26.0,142
644,137059,Photo,1,10,6,3,0.0,1101,2548,324,287,483,4509,2078,287,2,107.0,17.0,126
645,137059,Photo,1,10,6,3,0.0,1101,2548,324,287,850,14475,8120,504,13,331.0,77.0,421
646,137059,Photo,1,10,6,3,0.0,1101,2548,324,287,329,3189,1495,221,0,78.0,13.0,91
647,137059,Photo,1,10,6,3,0.0,1101,2548,324,287,518,6201,3136,445,9,301.0,32.0,342
648,137059,Photo,1,10,6,3,0.0,1101,2548,324,287,289,2570,1389,233,2,111.0,16.0,129
649,137059,Photo,1,10,6,3,0.0,1101,2548,324,287,299,3047,1605,244,2,124.0,22.0,148
650,137059,Photo,1,10,6,3,0.0,1101,2548,324,287,360,3521,1796,293,5,153.0,27.0,185
651,137059,Photo,1,10,6,3,0.0,1101,2548,324,287,2418,1284,704,220,3,51.0,11.0,65
652,137059,Photo,1,10,6,3,0.0,1101,2548,324,287,303,3128,1622,240,1,115.0,26.0,142
653,137059,Photo,2,10,5,11,0.0,2819,5230,318,218,483,4509,2078,287,2,107.0,17.0,126
654,137059,Photo,2,10,5,11,0.0,2819,5230,318,218,850,14475,8120,504,13,331.0,77.0,421
655,137059,Photo,2,10,5,11,0.0,2819,5230,318,218,329,3189,1495,221,0,78.0,13.0,91
656,137059,Photo,2,10,5,11,0.0,2819,5230,318,218,518,6201,3136,445,9,301.0,32.0,342
657,137059,Photo,2,10,5,11,0.0,2819,5230,318,218,289,2570,1389,233,2,111.0,16.0,129
658,137059,Photo,2,10,5,11,0.0,2819,5230,318,218,299,3047,1605,244,2,124.0,22.0,148
659,137059,Photo,2,10,5,11,0.0,2819,5230,318,218,360,3521,1796,293,5,153.0,27.0,185
660,137059,Photo,2,10,5,11,0.0,2819,5230,318,218,2418,1284,704,220,3,51.0,11.0,65
661,137059,Photo,2,10,5,11,0.0,2819,5230,318,218,303,3128,1622,240,1,115.0,26.0,142
662,137020,Status,2,10,5,3,1.0,12468,24917,2143,1966,2576,15850,7636,1661,7,310.0,61.0,378
663,137020,Photo,1,10,4,10,0.0,12776,21893,785,539,881,13272,7800,575,12,328.0,90.0,430
664,137020,Photo,1,10,4,10,0.0,12776,21893,785,539,55,2154,1120,32,0,0.0,0.0,0
665,137020,Photo,1,10,4,10,0.0,12776,21893,785,539,1952,35707,19840,1354,26,1505.0,95.0,1626
666,137020,Photo,1,10,4,10,0.0,12776,21893,785,539,339,2226,1118,205,2,63.0,14.0,79
667,137020,Photo,1,10,4,10,0.0,12776,21893,785,539,931,2161,1214,172,0,13.0,4.0,17
668,137020,Photo,1,10,4,10,0.0,12776,21893,785,539,482,4485,2101,265,4,59.0,9.0,72
669,137020,Photo,1,10,4,10,0.0,12776,21893,785,539,4782,43671,20608,1542,42,955.0,139.0,1136
670,137020,Photo,1,10,4,10,0.0,12776,21893,785,539,487,3832,1890,328,9,181.0,32.0,222
671,137020,Photo,1,10,4,9,1.0,1357,2453,37,37,881,13272,7800,575,12,328.0,90.0,430
672,137020,Photo,1,10,4,9,1.0,1357,2453,37,37,55,2154,1120,32,0,0.0,0.0,0
673,137020,Photo,1,10,4,9,1.0,1357,2453,37,37,1952,35707,19840,1354,26,1505.0,95.0,1626
674,137020,Photo,1,10,4,9,1.0,1357,2453,37,37,339,2226,1118,205,2,63.0,14.0,79
675,137020,Photo,1,10,4,9,1.0,1357,2453,37,37,931,2161,1214,172,0,13.0,4.0,17
676,137020,Photo,1,10,4,9,1.0,1357,2453,37,37,482,4485,2101,265,4,59.0,9.0,72
677,137020,Photo,1,10,4,9,1.0,1357,2453,37,37,4782,43671,20608,1542,42,955.0,139.0,1136
678,137020,Photo,1,10,4,9,1.0,1357,2453,37,37,487,3832,1890,328,9,181.0,32.0,222
679,137020,Photo,2,10,4,3,0.0,68896,104952,2624,1326,881,13272,7800,575,12,328.0,90.0,430
680,137020,Photo,2,10,4,3,0.0,68896,104952,2624,1326,55,2154,1120,32,0,0.0,0.0,0
681,137020,Photo,2,10,4,3,0.0,68896,104952,2624,1326,1952,35707,19840,1354,26,1505.0,95.0,1626
682,137020,Photo,2,10,4,3,0.0,68896,104952,2624,1326,339,2226,1118,205,2,63.0,14.0,79
683,137020,Photo,2,10,4,3,0.0,68896,104952,2624,1326,931,2161,1214,172,0,13.0,4.0,17
684,137020,Photo,2,10,4,3,0.0,68896,104952,2624,1326,482,4485,2101,265,4,59.0,9.0,72
685,137020,Photo,2,10,4,3,0.0,68896,104952,2624,1326,4782,43671,20608,1542,42,955.0,139.0,1136
686,137020,Photo,2,10,4,3,0.0,68896,104952,2624,1326,487,3832,1890,328,9,181.0,32.0,222
687,137020,Photo,3,10,3,10,0.0,1711,3174,288,245,881,13272,7800,575,12,328.0,90.0,430
688,137020,Photo,3,10,3,10,0.0,1711,3174,288,245,55,2154,1120,32,0,0.0,0.0,0
689,137020,Photo,3,10,3,10,0.0,1711,3174,288,245,1952,35707,19840,1354,26,1505.0,95.0,1626
690,137020,Photo,3,10,3,10,0.0,1711,3174,288,245,339,2226,1118,205,2,63.0,14.0,79
691,137020,Photo,3,10,3,10,0.0,1711,3174,288,245,931,2161,1214,172,0,13.0,4.0,17
692,137020,Photo,3,10,3,10,0.0,1711,3174,288,245,482,4485,2101,265,4,59.0,9.0,72
693,137020,Photo,3,10,3,10,0.0,1711,3174,288,245,4782,43671,20608,1542,42,955.0,139.0,1136
694,137020,Photo,3,10,3,10,0.0,1711,3174,288,245,487,3832,1890,328,9,181.0,32.0,222
695,137020,Photo,1,10,3,4,0.0,1388,2544,224,219,881,13272,7800,575,12,328.0,90.0,430
696,137020,Photo,1,10,3,4,0.0,1388,2544,224,219,55,2154,1120,32,0,0.0,0.0,0
697,137020,Photo,1,10,3,4,0.0,1388,2544,224,219,1952,35707,19840,1354,26,1505.0,95.0,1626
698,137020,Photo,1,10,3,4,0.0,1388,2544,224,219,339,2226,1118,205,2,63.0,14.0,79
699,137020,Photo,1,10,3,4,0.0,1388,2544,224,219,931,2161,1214,172,0,13.0,4.0,17
700,137020,Photo,1,10,3,4,0.0,1388,2544,224,219,482,4485,2101,265,4,59.0,9.0,72
701,137020,Photo,1,10,3,4,0.0,1388,2544,224,219,4782,43671,20608,1542,42,955.0,139.0,1136
702,137020,Photo,1,10,3,4,0.0,1388,2544,224,219,487,3832,1890,328,9,181.0,32.0,222
703,137020,Photo,1,10,2,11,1.0,2645,5472,357,315,881,13272,7800,575,12,328.0,90.0,430
704,137020,Photo,1,10,2,11,1.0,2645,5472,357,315,55,2154,1120,32,0,0.0,0.0,0
705,137020,Photo,1,10,2,11,1.0,2645,5472,357,315,1952,35707,19840,1354,26,1505.0,95.0,1626
706,137020,Photo,1,10,2,11,1.0,2645,5472,357,315,339,2226,1118,205,2,63.0,14.0,79
707,137020,Photo,1,10,2,11,1.0,2645,5472,357,315,931,2161,1214,172,0,13.0,4.0,17
708,137020,Photo,1,10,2,11,1.0,2645,5472,357,315,482,4485,2101,265,4,59.0,9.0,72
709,137020,Photo,1,10,2,11,1.0,2645,5472,357,315,4782,43671,20608,1542,42,955.0,139.0,1136
710,137020,Photo,1,10,2,11,1.0,2645,5472,357,315,487,3832,1890,328,9,181.0,32.0,222
711,137020,Photo,1,10,2,4,0.0,70144,111745,3216,2628,881,13272,7800,575,12,328.0,90.0,430
712,137020,Photo,1,10,2,4,0.0,70144,111745,3216,2628,55,2154,1120,32,0,0.0,0.0,0
713,137020,Photo,1,10,2,4,0.0,70144,111745,3216,2628,1952,35707,19840,1354,26,1505.0,95.0,1626
714,137020,Photo,1,10,2,4,0.0,70144,111745,3216,2628,339,2226,1118,205,2,63.0,14.0,79
715,137020,Photo,1,10,2,4,0.0,70144,111745,3216,2628,931,2161,1214,172,0,13.0,4.0,17
716,137020,Photo,1,10,2,4,0.0,70144,111745,3216,2628,482,4485,2101,265,4,59.0,9.0,72
717,137020,Photo,1,10,2,4,0.0,70144,111745,3216,2628,4782,43671,20608,1542,42,955.0,139.0,1136
718,137020,Photo,1,10,2,4,0.0,70144,111745,3216,2628,487,3832,1890,328,9,181.0,32.0,222
719,137020,Photo,3,10,1,11,0.0,3674,7221,452,330,881,13272,7800,575,12,328.0,90.0,430
720,137020,Photo,3,10,1,11,0.0,3674,7221,452,330,55,2154,1120,32,0,0.0,0.0,0
721,137020,Photo,3,10,1,11,0.0,3674,7221,452,330,1952,35707,19840,1354,26,1505.0,95.0,1626
722,137020,Photo,3,10,1,11,0.0,3674,7221,452,330,339,2226,1118,205,2,63.0,14.0,79
723,137020,Photo,3,10,1,11,0.0,3674,7221,452,330,931,2161,1214,172,0,13.0,4.0,17
724,137020,Photo,3,10,1,11,0.0,3674,7221,452,330,482,4485,2101,265,4,59.0,9.0,72
725,137020,Photo,3,10,1,11,0.0,3674,7221,452,330,4782,43671,20608,1542,42,955.0,139.0,1136
726,137020,Photo,3,10,1,11,0.0,3674,7221,452,330,487,3832,1890,328,9,181.0,32.0,222
727,136736,Status,2,10,1,4,0.0,9504,19556,1132,1032,1512,16018,7616,981,17,193.0,28.0,238
728,136736,Status,2,10,1,4,0.0,9504,19556,1132,1032,3395,20198,10432,2252,4,217.0,50.0,271
729,136736,Status,2,10,7,3,0.0,13872,27468,2664,2570,1512,16018,7616,981,17,193.0,28.0,238
730,136736,Status,2,10,7,3,0.0,13872,27468,2664,2570,3395,20198,10432,2252,4,217.0,50.0,271
731,136736,Photo,3,10,7,9,0.0,2426,4469,320,237,325,3120,1684,248,7,125.0,16.0,148
732,136736,Photo,3,10,7,9,0.0,2426,4469,320,237,1619,2598,1469,268,2,28.0,4.0,34
733,136736,Photo,3,10,7,9,0.0,2426,4469,320,237,49,1911,1077,33,0,,,0
734,136736,Photo,3,10,7,9,0.0,2426,4469,320,237,323,2888,1560,236,4,117.0,18.0,139
735,136736,Photo,1,10,6,10,0.0,1673,3655,338,324,325,3120,1684,248,7,125.0,16.0,148
736,136736,Photo,1,10,6,10,0.0,1673,3655,338,324,1619,2598,1469,268,2,28.0,4.0,34
737,136736,Photo,1,10,6,10,0.0,1673,3655,338,324,49,1911,1077,33,0,,,0
738,136736,Photo,1,10,6,10,0.0,1673,3655,338,324,323,2888,1560,236,4,117.0,18.0,139
739,136736,Photo,1,10,6,8,0.0,1261,2158,37,37,325,3120,1684,248,7,125.0,16.0,148
740,136736,Photo,1,10,6,8,0.0,1261,2158,37,37,1619,2598,1469,268,2,28.0,4.0,34
741,136736,Photo,1,10,6,8,0.0,1261,2158,37,37,49,1911,1077,33,0,,,0
742,136736,Photo,1,10,6,8,0.0,1261,2158,37,37,323,2888,1560,236,4,117.0,18.0,139
743,136736,Photo,2,10,6,4,0.0,2428,4510,311,238,325,3120,1684,248,7,125.0,16.0,148
744,136736,Photo,2,10,6,4,0.0,2428,4510,311,238,1619,2598,1469,268,2,28.0,4.0,34
745,136736,Photo,2,10,6,4,0.0,2428,4510,311,238,49,1911,1077,33,0,,,0
746,136736,Photo,2,10,6,4,0.0,2428,4510,311,238,323,2888,1560,236,4,117.0,18.0,139
747,136642,Photo,2,10,1,3,1.0,2227,4070,369,314,430,3227,1702,306,2,79.0,16.0,97
748,136642,Photo,2,10,1,3,1.0,2227,4070,369,314,414,2551,1454,327,0,15.0,2.0,17
749,136642,Photo,2,10,1,3,1.0,2227,4070,369,314,387,1402,695,280,0,4.0,2.0,6
750,136642,Photo,2,10,1,3,1.0,2227,4070,369,314,2286,56149,31648,1724,1,431.0,26.0,458
751,136642,Photo,2,10,1,3,1.0,2227,4070,369,314,331,1284,650,262,0,7.0,0.0,7
752,136642,Photo,2,10,1,3,1.0,2227,4070,369,314,510,1390,704,351,0,7.0,2.0,9
753,136642,Photo,1,10,7,13,0.0,1592,2749,370,356,430,3227,1702,306,2,79.0,16.0,97
754,136642,Photo,1,10,7,13,0.0,1592,2749,370,356,414,2551,1454,327,0,15.0,2.0,17
755,136642,Photo,1,10,7,13,0.0,1592,2749,370,356,387,1402,695,280,0,4.0,2.0,6
756,136642,Photo,1,10,7,13,0.0,1592,2749,370,356,2286,56149,31648,1724,1,431.0,26.0,458
757,136642,Photo,1,10,7,13,0.0,1592,2749,370,356,331,1284,650,262,0,7.0,0.0,7
758,136642,Photo,1,10,7,13,0.0,1592,2749,370,356,510,1390,704,351,0,7.0,2.0,9
759,136642,Photo,1,10,7,12,1.0,813,1568,323,319,430,3227,1702,306,2,79.0,16.0,97
760,136642,Photo,1,10,7,12,1.0,813,1568,323,319,414,2551,1454,327,0,15.0,2.0,17
761,136642,Photo,1,10,7,12,1.0,813,1568,323,319,387,1402,695,280,0,4.0,2.0,6
762,136642,Photo,1,10,7,12,1.0,813,1568,323,319,2286,56149,31648,1724,1,431.0,26.0,458
763,136642,Photo,1,10,7,12,1.0,813,1568,323,319,331,1284,650,262,0,7.0,0.0,7
764,136642,Photo,1,10,7,12,1.0,813,1568,323,319,510,1390,704,351,0,7.0,2.0,9
765,136642,Photo,1,10,7,12,0.0,32208,57472,1810,1490,430,3227,1702,306,2,79.0,16.0,97
766,136642,Photo,1,10,7,12,0.0,32208,57472,1810,1490,414,2551,1454,327,0,15.0,2.0,17
767,136642,Photo,1,10,7,12,0.0,32208,57472,1810,1490,387,1402,695,280,0,4.0,2.0,6
768,136642,Photo,1,10,7,12,0.0,32208,57472,1810,1490,2286,56149,31648,1724,1,431.0,26.0,458
769,136642,Photo,1,10,7,12,0.0,32208,57472,1810,1490,331,1284,650,262,0,7.0,0.0,7
770,136642,Photo,1,10,7,12,0.0,32208,57472,1810,1490,510,1390,704,351,0,7.0,2.0,9
771,136642,Photo,1,10,7,11,0.0,729,1374,303,298,430,3227,1702,306,2,79.0,16.0,97
772,136642,Photo,1,10,7,11,0.0,729,1374,303,298,414,2551,1454,327,0,15.0,2.0,17
773,136642,Photo,1,10,7,11,0.0,729,1374,303,298,387,1402,695,280,0,4.0,2.0,6
774,136642,Photo,1,10,7,11,0.0,729,1374,303,298,2286,56149,31648,1724,1,431.0,26.0,458
775,136642,Photo,1,10,7,11,0.0,729,1374,303,298,331,1284,650,262,0,7.0,0.0,7
776,136642,Photo,1,10,7,11,0.0,729,1374,303,298,510,1390,704,351,0,7.0,2.0,9
777,136642,Photo,1,10,7,10,0.0,834,1570,399,392,430,3227,1702,306,2,79.0,16.0,97
778,136642,Photo,1,10,7,10,0.0,834,1570,399,392,414,2551,1454,327,0,15.0,2.0,17
779,136642,Photo,1,10,7,10,0.0,834,1570,399,392,387,1402,695,280,0,4.0,2.0,6
780,136642,Photo,1,10,7,10,0.0,834,1570,399,392,2286,56149,31648,1724,1,431.0,26.0,458
781,136642,Photo,1,10,7,10,0.0,834,1570,399,392,331,1284,650,262,0,7.0,0.0,7
782,136642,Photo,1,10,7,10,0.0,834,1570,399,392,510,1390,704,351,0,7.0,2.0,9
783,136393,Photo,1,10,7,10,0.0,786,1573,263,257,318,1401,660,222,0,6.0,2.0,8
784,136393,Photo,1,10,7,10,0.0,786,1573,263,257,308,943,511,232,0,2.0,,2
785,136393,Photo,1,10,7,10,0.0,786,1573,263,257,292,951,516,217,1,1.0,2.0,4
786,136393,Photo,1,10,7,10,0.0,786,1573,263,257,265,935,521,191,1,3.0,2.0,6
787,136393,Photo,1,10,7,10,0.0,786,1573,263,257,297,1210,615,211,0,7.0,,7
788,136393,Photo,1,10,7,10,0.0,786,1573,263,257,264,1098,580,196,0,7.0,2.0,9
789,136393,Photo,1,10,7,10,0.0,786,1573,263,257,495,3180,1674,385,3,198.0,41.0,242
790,136393,Photo,1,10,7,10,0.0,786,1573,263,257,287,1252,632,194,0,9.0,1.0,10
791,136393,Photo,1,10,7,10,0.0,786,1573,263,257,224,989,554,166,0,4.0,1.0,5
792,136393,Photo,1,10,7,10,0.0,786,1573,263,257,252,1430,690,175,0,3.0,0.0,3
793,136393,Photo,1,10,7,10,0.0,786,1573,263,257,247,1503,782,176,0,8.0,2.0,10
794,136393,Photo,1,10,7,10,0.0,786,1573,263,257,2632,7736,3768,774,0,7.0,3.0,10
795,136393,Photo,1,10,7,10,0.0,786,1573,263,257,239,1041,576,169,1,7.0,2.0,10
796,136393,Photo,1,10,7,10,0.0,786,1573,263,257,249,1249,588,182,0,11.0,1.0,12
797,136393,Photo,1,10,7,10,0.0,786,1573,263,257,239,1351,717,180,2,28.0,4.0,34
798,136393,Photo,1,10,7,10,0.0,786,1573,263,257,644,6951,3290,377,0,56.0,12.0,68
799,136393,Photo,1,10,7,9,0.0,584,1029,273,271,318,1401,660,222,0,6.0,2.0,8
800,136393,Photo,1,10,7,9,0.0,584,1029,273,271,308,943,511,232,0,2.0,,2
801,136393,Photo,1,10,7,9,0.0,584,1029,273,271,292,951,516,217,1,1.0,2.0,4
802,136393,Photo,1,10,7,9,0.0,584,1029,273,271,265,935,521,191,1,3.0,2.0,6
803,136393,Photo,1,10,7,9,0.0,584,1029,273,271,297,1210,615,211,0,7.0,,7
804,136393,Photo,1,10,7,9,0.0,584,1029,273,271,264,1098,580,196,0,7.0,2.0,9
805,136393,Photo,1,10,7,9,0.0,584,1029,273,271,495,3180,1674,385,3,198.0,41.0,242
806,136393,Photo,1,10,7,9,0.0,584,1029,273,271,287,1252,632,194,0,9.0,1.0,10
807,136393,Photo,1,10,7,9,0.0,584,1029,273,271,224,989,554,166,0,4.0,1.0,5
808,136393,Photo,1,10,7,9,0.0,584,1029,273,271,252,1430,690,175,0,3.0,0.0,3
809,136393,Photo,1,10,7,9,0.0,584,1029,273,271,247,1503,782,176,0,8.0,2.0,10
810,136393,Photo,1,10,7,9,0.0,584,1029,273,271,2632,7736,3768,774,0,7.0,3.0,10
811,136393,Photo,1,10,7,9,0.0,584,1029,273,271,239,1041,576,169,1,7.0,2.0,10
812,136393,Photo,1,10,7,9,0.0,584,1029,273,271,249,1249,588,182,0,11.0,1.0,12
813,136393,Photo,1,10,7,9,0.0,584,1029,273,271,239,1351,717,180,2,28.0,4.0,34
814,136393,Photo,1,10,7,9,0.0,584,1029,273,271,644,6951,3290,377,0,56.0,12.0,68
815,136393,Photo,1,10,7,8,0.0,619,1096,257,254,318,1401,660,222,0,6.0,2.0,8
816,136393,Photo,1,10,7,8,0.0,619,1096,257,254,308,943,511,232,0,2.0,,2
817,136393,Photo,1,10,7,8,0.0,619,1096,257,254,292,951,516,217,1,1.0,2.0,4
818,136393,Photo,1,10,7,8,0.0,619,1096,257,254,265,935,521,191,1,3.0,2.0,6
819,136393,Photo,1,10,7,8,0.0,619,1096,257,254,297,1210,615,211,0,7.0,,7
820,136393,Photo,1,10,7,8,0.0,619,1096,257,254,264,1098,580,196,0,7.0,2.0,9
821,136393,Photo,1,10,7,8,0.0,619,1096,257,254,495,3180,1674,385,3,198.0,41.0,242
822,136393,Photo,1,10,7,8,0.0,619,1096,257,254,287,1252,632,194,0,9.0,1.0,10
823,136393,Photo,1,10,7,8,0.0,619,1096,257,254,224,989,554,166,0,4.0,1.0,5
824,136393,Photo,1,10,7,8,0.0,619,1096,257,254,252,1430,690,175,0,3.0,0.0,3
825,136393,Photo,1,10,7,8,0.0,619,1096,257,254,247,1503,782,176,0,8.0,2.0,10
826,136393,Photo,1,10,7,8,0.0,619,1096,257,254,2632,7736,3768,774,0,7.0,3.0,10
827,136393,Photo,1,10,7,8,0.0,619,1096,257,254,239,1041,576,169,1,7.0,2.0,10
828,136393,Photo,1,10,7,8,0.0,619,1096,257,254,249,1249,588,182,0,11.0,1.0,12
829,136393,Photo,1,10,7,8,0.0,619,1096,257,254,239,1351,717,180,2,28.0,4.0,34
830,136393,Photo,1,10,7,8,0.0,619,1096,257,254,644,6951,3290,377,0,56.0,12.0,68
831,136393,Photo,1,10,7,7,0.0,617,1071,229,223,318,1401,660,222,0,6.0,2.0,8
832,136393,Photo,1,10,7,7,0.0,617,1071,229,223,308,943,511,232,0,2.0,,2
833,136393,Photo,1,10,7,7,0.0,617,1071,229,223,292,951,516,217,1,1.0,2.0,4
834,136393,Photo,1,10,7,7,0.0,617,1071,229,223,265,935,521,191,1,3.0,2.0,6
835,136393,Photo,1,10,7,7,0.0,617,1071,229,223,297,1210,615,211,0,7.0,,7
836,136393,Photo,1,10,7,7,0.0,617,1071,229,223,264,1098,580,196,0,7.0,2.0,9
837,136393,Photo,1,10,7,7,0.0,617,1071,229,223,495,3180,1674,385,3,198.0,41.0,242
838,136393,Photo,1,10,7,7,0.0,617,1071,229,223,287,1252,632,194,0,9.0,1.0,10
839,136393,Photo,1,10,7,7,0.0,617,1071,229,223,224,989,554,166,0,4.0,1.0,5
840,136393,Photo,1,10,7,7,0.0,617,1071,229,223,252,1430,690,175,0,3.0,0.0,3
841,136393,Photo,1,10,7,7,0.0,617,1071,229,223,247,1503,782,176,0,8.0,2.0,10
842,136393,Photo,1,10,7,7,0.0,617,1071,229,223,2632,7736,3768,774,0,7.0,3.0,10
843,136393,Photo,1,10,7,7,0.0,617,1071,229,223,239,1041,576,169,1,7.0,2.0,10
844,136393,Photo,1,10,7,7,0.0,617,1071,229,223,249,1249,588,182,0,11.0,1.0,12
845,136393,Photo,1,10,7,7,0.0,617,1071,229,223,239,1351,717,180,2,28.0,4.0,34
846,136393,Photo,1,10,7,7,0.0,617,1071,229,223,644,6951,3290,377,0,56.0,12.0,68
847,136393,Photo,1,10,7,6,0.0,677,1285,251,246,318,1401,660,222,0,6.0,2.0,8
848,136393,Photo,1,10,7,6,0.0,677,1285,251,246,308,943,511,232,0,2.0,,2
849,136393,Photo,1,10,7,6,0.0,677,1285,251,246,292,951,516,217,1,1.0,2.0,4
850,136393,Photo,1,10,7,6,0.0,677,1285,251,246,265,935,521,191,1,3.0,2.0,6
851,136393,Photo,1,10,7,6,0.0,677,1285,251,246,297,1210,615,211,0,7.0,,7
852,136393,Photo,1,10,7,6,0.0,677,1285,251,246,264,1098,580,196,0,7.0,2.0,9
853,136393,Photo,1,10,7,6,0.0,677,1285,251,246,495,3180,1674,385,3,198.0,41.0,242
854,136393,Photo,1,10,7,6,0.0,677,1285,251,246,287,1252,632,194,0,9.0,1.0,10
855,136393,Photo,1,10,7,6,0.0,677,1285,251,246,224,989,554,166,0,4.0,1.0,5
856,136393,Photo,1,10,7,6,0.0,677,1285,251,246,252,1430,690,175,0,3.0,0.0,3
857,136393,Photo,1,10,7,6,0.0,677,1285,251,246,247,1503,782,176,0,8.0,2.0,10
858,136393,Photo,1,10,7,6,0.0,677,1285,251,246,2632,7736,3768,774,0,7.0,3.0,10
859,136393,Photo,1,10,7,6,0.0,677,1285,251,246,239,1041,576,169,1,7.0,2.0,10
860,136393,Photo,1,10,7,6,0.0,677,1285,251,246,249,1249,588,182,0,11.0,1.0,12
861,136393,Photo,1,10,7,6,0.0,677,1285,251,246,239,1351,717,180,2,28.0,4.0,34
862,136393,Photo,1,10,7,6,0.0,677,1285,251,246,644,6951,3290,377,0,56.0,12.0,68
863,136393,Photo,1,10,7,5,0.0,677,1240,236,228,318,1401,660,222,0,6.0,2.0,8
864,136393,Photo,1,10,7,5,0.0,677,1240,236,228,308,943,511,232,0,2.0,,2
865,136393,Photo,1,10,7,5,0.0,677,1240,236,228,292,951,516,217,1,1.0,2.0,4
866,136393,Photo,1,10,7,5,0.0,677,1240,236,228,265,935,521,191,1,3.0,2.0,6
867,136393,Photo,1,10,7,5,0.0,677,1240,236,228,297,1210,615,211,0,7.0,,7
868,136393,Photo,1,10,7,5,0.0,677,1240,236,228,264,1098,580,196,0,7.0,2.0,9
869,136393,Photo,1,10,7,5,0.0,677,1240,236,228,495,3180,1674,385,3,198.0,41.0,242
870,136393,Photo,1,10,7,5,0.0,677,1240,236,228,287,1252,632,194,0,9.0,1.0,10
871,136393,Photo,1,10,7,5,0.0,677,1240,236,228,224,989,554,166,0,4.0,1.0,5
872,136393,Photo,1,10,7,5,0.0,677,1240,236,228,252,1430,690,175,0,3.0,0.0,3
873,136393,Photo,1,10,7,5,0.0,677,1240,236,228,247,1503,782,176,0,8.0,2.0,10
874,136393,Photo,1,10,7,5,0.0,677,1240,236,228,2632,7736,3768,774,0,7.0,3.0,10
875,136393,Photo,1,10,7,5,0.0,677,1240,236,228,239,1041,576,169,1,7.0,2.0,10
876,136393,Photo,1,10,7,5,0.0,677,1240,236,228,249,1249,588,182,0,11.0,1.0,12
877,136393,Photo,1,10,7,5,0.0,677,1240,236,228,239,1351,717,180,2,28.0,4.0,34
878,136393,Photo,1,10,7,5,0.0,677,1240,236,228,644,6951,3290,377,0,56.0,12.0,68
879,136393,Photo,3,10,7,3,0.0,3366,6647,474,345,318,1401,660,222,0,6.0,2.0,8
880,136393,Photo,3,10,7,3,0.0,3366,6647,474,345,308,943,511,232,0,2.0,,2
881,136393,Photo,3,10,7,3,0.0,3366,6647,474,345,292,951,516,217,1,1.0,2.0,4
882,136393,Photo,3,10,7,3,0.0,3366,6647,474,345,265,935,521,191,1,3.0,2.0,6
883,136393,Photo,3,10,7,3,0.0,3366,6647,474,345,297,1210,615,211,0,7.0,,7
884,136393,Photo,3,10,7,3,0.0,3366,6647,474,345,264,1098,580,196,0,7.0,2.0,9
885,136393,Photo,3,10,7,3,0.0,3366,6647,474,345,495,3180,1674,385,3,198.0,41.0,242
886,136393,Photo,3,10,7,3,0.0,3366,6647,474,345,287,1252,632,194,0,9.0,1.0,10
887,136393,Photo,3,10,7,3,0.0,3366,6647,474,345,224,989,554,166,0,4.0,1.0,5
888,136393,Photo,3,10,7,3,0.0,3366,6647,474,345,252,1430,690,175,0,3.0,0.0,3
889,136393,Photo,3,10,7,3,0.0,3366,6647,474,345,247,1503,782,176,0,8.0,2.0,10
890,136393,Photo,3,10,7,3,0.0,3366,6647,474,345,2632,7736,3768,774,0,7.0,3.0,10
891,136393,Photo,3,10,7,3,0.0,3366,6647,474,345,239,1041,576,169,1,7.0,2.0,10
